;bond_length_average;bond_length_variance;k_values;length_values
63;0.943131073251;0.00116369538195;540.0;0.94
64;0.79366883536;0.000907457083707;680.0;0.79
65;1.09422737817;0.00154708834923;380.0;1.09
66;0.794378122501;0.000965942703014;640.0;0.79
67;0.936325478533;0.00163383094116;380.0;0.93
68;0.792172921473;0.000644104021511;980.0;0.79
69;0.973223348505;0.000915998201003;680.0;0.97
70;0.793252096141;0.000788475204978;760.0;0.79
71;0.815550628753;0.00154464388963;400.0;0.81
72;1.09144904871;0.000719359365086;900.0;1.09
73;1.33058399669;0.000705822450241;940.0;1.33
74;1.24144330637;0.000704664655421;880.0;1.24
75;1.39129710067;0.00072640856258;860.0;1.39
76;0.992869139346;0.00110276806227;580.0;0.99
77;0.941561914047;0.000684389426206;980.0;0.94
78;1.09314022838;0.000794437438251;780.0;1.09
79;1.24163605683;0.000656264968736;960.0;1.24
80;1.15452327042;0.00156955362044;380.0;1.15
81;0.942609788461;0.000693332383677;880.0;0.94
82;1.09350464973;0.001389841689;440.0;1.09
83;1.39159360103;0.000639864687007;980.0;1.39
84;1.03249649627;0.000882070707089;680.0;1.03
85;0.913005965468;0.000914688377177;680.0;0.91
86;1.25229468262;0.000898475789291;680.0;1.25
87;1.09239663665;0.00115912274556;520.0;1.09
88;0.793531342505;0.00071429495145;880.0;0.79
89;0.793930544503;0.000923142192306;660.0;0.79
90;0.943065426173;0.00100335142385;620.0;0.94
91;1.24157235805;0.000811747734595;780.0;1.24
92;1.07193086146;0.000903232320107;680.0;1.07
93;1.29173418378;0.000714340686488;900.0;1.29
94;1.09217113451;0.000833861225734;740.0;1.09
95;0.853342911659;0.000892521701452;680.0;0.85
96;1.39134919119;0.000660550208441;980.0;1.39
97;1.27135592318;0.000736372220154;860.0;1.27
98;0.944550824824;0.0010825294348;560.0;0.94
99;1.24298927186;0.00113300113735;540.0;1.24
100;0.793966310404;0.000911013085968;700.0;0.79
101;1.39212503766;0.00105226194088;600.0;1.39
102;1.09183338331;0.000793573648345;800.0;1.09
103;1.39259899167;0.00109325453483;560.0;1.39
104;0.945871601963;0.0016408024612;380.0;0.94
105;0.952492103842;0.00075018833255;840.0;0.95
106;1.19180791781;0.000927249893678;680.0;1.19
107;1.24204138622;0.000819753265804;740.0;1.24
108;1.19171154091;0.000826063940338;780.0;1.19
109;0.971411799085;0.000710544743966;880.0;0.97
110;1.35221000481;0.000941299909251;660.0;1.35
111;1.19213186536;0.000669114014337;980.0;1.19
112;1.24214390476;0.000840094897297;760.0;1.24
113;0.794741170576;0.00114134721373;560.0;0.79
114;1.11242456645;0.000903962319162;680.0;1.11
115;1.21176735191;0.000916250749383;680.0;1.21
116;1.39212005967;0.00103594045914;620.0;1.39
117;1.2418669682;0.00103127532998;600.0;1.24
118;1.09239041268;0.000912047387477;680.0;1.09
119;0.932135484001;0.000641010731855;980.0;0.93
120;1.24146891853;0.00123975954515;480.0;1.24
121;1.25406650487;0.00159370570874;380.0;1.25
122;1.09205028132;0.000915557835871;680.0;1.09
123;1.1521339384;0.000903517336924;680.0;1.15
124;1.31291830343;0.000979511492488;620.0;1.31
125;1.24165300859;0.000999283849275;620.0;1.24
126;1.39221458177;0.000981035279644;660.0;1.39
127;0.794831191791;0.00124909031002;480.0;0.79
128;0.894429595676;0.00127471167998;480.0;0.89
129;1.39192536558;0.000692829166397;900.0;1.39
130;1.17194131404;0.000905796186916;680.0;1.17
131;0.793702376827;0.000818295537995;740.0;0.79
132;1.29346252566;0.00161400970734;380.0;1.29
133;0.956133663013;0.00159931231897;380.0;0.95
134;0.855448931689;0.00159834168754;380.0;0.85
135;0.942267890166;0.000739256857126;840.0;0.94
136;1.13310211816;0.00161434800079;380.0;1.13
137;0.942682627781;0.000703532023872;900.0;0.94
138;0.953417379488;0.00111539070653;540.0;0.95
139;1.39191808116;0.00123428590114;500.0;1.39
140;1.3710348501;0.00064405058371;980.0;1.37
141;0.972611414865;0.00107827093972;580.0;0.97
142;1.24151054691;0.000733876820311;840.0;1.24
143;1.05191432768;0.000659436528227;980.0;1.05
144;1.39111628999;0.00077331767733;840.0;1.39
145;0.992507198589;0.000705144619851;880.0;0.99
146;1.33190151258;0.000919350643316;680.0;1.33
147;1.09182642182;0.000683445438933;920.0;1.09
148;1.2917993396;0.00103964664343;600.0;1.29
149;1.37171173371;0.00090894151781;680.0;1.37
150;1.39131013974;0.00077586087387;820.0;1.39
151;1.0542364849;0.00165763213866;380.0;1.05
152;0.795663899176;0.00138545237091;440.0;0.79
153;1.17259657837;0.00131323635858;460.0;1.17
154;1.11357782943;0.00162049384303;380.0;1.11
155;1.24254197319;0.00115009274603;520.0;1.24
156;1.35126037155;0.00062658936101;980.0;1.35
157;0.942823473082;0.00100681263218;640.0;0.94
158;1.24173378394;0.000713207346464;920.0;1.24
159;0.895118993505;0.00156551736883;380.0;0.89
160;0.817564394387;0.00158882129523;380.0;0.81
161;0.945731827639;0.00133147936584;460.0;0.94
162;0.942449962689;0.000846335177824;720.0;0.94
163;0.835914639751;0.00156140910599;380.0;0.83
164;0.853245241408;0.000858087592654;740.0;0.85
165;1.39188200624;0.000843588284433;760.0;1.39
166;0.832458545486;0.00063939134593;980.0;0.83
167;0.991839973412;0.000682314069558;900.0;0.99
168;1.17169872222;0.000822291996387;760.0;1.17
169;1.09479258952;0.00160396183751;380.0;1.09
170;1.09455946438;0.00159496372161;380.0;1.09
171;1.24397755718;0.00149708863951;400.0;1.24
172;1.09381538368;0.00145622875693;420.0;1.09
173;0.892560275143;0.000648925083229;980.0;0.89
174;1.0934529302;0.0012445972839;480.0;1.09
175;1.24141147798;0.000698119617943;900.0;1.24
176;0.792956279007;0.000625190803501;980.0;0.79
177;1.09282080689;0.00112435279823;540.0;1.09
178;1.39151893004;0.00110016448618;580.0;1.39
179;1.37189740233;0.000667253368356;980.0;1.37
180;1.21185982206;0.000787622298864;800.0;1.21
181;1.07360503127;0.0015630194865;380.0;1.07
182;1.25234270272;0.00114477137178;540.0;1.25
183;1.03147024651;0.00063426585709;980.0;1.03
184;1.39168909697;0.000899463530068;700.0;1.39
185;1.39304726054;0.00131758866845;460.0;1.39
186;0.79419443314;0.00103150855745;600.0;0.79
187;1.09192575522;0.000782450378346;820.0;1.09
188;1.09387845687;0.00133771426464;460.0;1.09
189;1.09357432486;0.00121511318876;500.0;1.09
190;1.09235536477;0.000880047916286;700.0;1.09
191;0.942646476384;0.000811745446855;760.0;0.94
192;1.1323844376;0.000858915323899;720.0;1.13
193;0.952225575296;0.000651093136861;980.0;0.95
194;0.812391746136;0.000642070727255;980.0;0.81
195;1.39187933154;0.000803423499996;780.0;1.39
196;1.09157106977;0.00102903716798;620.0;1.09
197;0.793080506242;0.000677681364818;900.0;0.79
198;1.05202062809;0.000936553954285;660.0;1.05
199;1.24128518706;0.000691948848299;940.0;1.24
200;0.795336636695;0.00147494234956;420.0;0.79
201;1.31391068729;0.00163428159466;380.0;1.31
202;1.13448694168;0.00148876402093;420.0;1.13
203;1.31189528678;0.000913356553675;680.0;1.31
204;1.24156359797;0.000791484123416;820.0;1.24
205;0.892685148314;0.000910132951665;680.0;0.89
206;0.795965079579;0.00130147947217;460.0;0.79
207;0.796068494467;0.0015496955199;380.0;0.79
208;1.29191841092;0.000918164673332;680.0;1.29
209;1.31210098466;0.000708884408573;920.0;1.31
210;0.833511370167;0.000891548277362;680.0;0.83
211;1.27244169678;0.0015729023296;380.0;1.27
212;1.24207300712;0.000988231590131;640.0;1.24
213;1.03262908801;0.000716844646505;920.0;1.03
214;0.852184250224;0.00064060106652;980.0;0.85
215;0.944128682016;0.00122308480188;500.0;0.94
216;0.79288137981;0.000741906957925;860.0;0.79
217;1.35109902983;0.000662344155216;960.0;1.35
218;0.797251984396;0.00162292961634;380.0;0.79
219;1.2415577484;0.000658716614018;980.0;1.24
220;1.05212862899;0.000921234318576;680.0;1.05
221;1.25174992391;0.000670243179497;980.0;1.25
222;1.24133274536;0.000726295096365;860.0;1.24
223;0.944825173999;0.00138473470978;440.0;0.94
224;1.23154765366;0.000779618425939;820.0;1.23
225;1.23257931259;0.00117023964027;520.0;1.23
226;1.09388981669;0.00150954601927;400.0;1.09
227;1.35429218157;0.00157709396165;380.0;1.35
228;1.01302911543;0.00103177215041;620.0;1.01
229;0.944569711005;0.00143013756249;420.0;0.94
230;0.872297316517;0.000804748537278;760.0;0.87
231;0.83364519859;0.000850529187369;720.0;0.83
232;0.942907735597;0.000951830094309;660.0;0.94
233;0.943600746476;0.00126012996078;480.0;0.94
234;1.29196135878;0.00105916016067;580.0;1.29
235;0.942874349063;0.0010891176706;580.0;0.94
236;0.942639631845;0.000806193849312;740.0;0.94
237;1.27148913583;0.000701924779597;880.0;1.27
238;1.09229667597;0.00096584904404;640.0;1.09
239;1.17141312847;0.000662792173542;980.0;1.17
240;1.37286906564;0.00158373680778;380.0;1.37
241;0.912950924456;0.000773353248718;800.0;0.91
242;0.795321403479;0.00118171833806;520.0;0.79
243;1.09178118537;0.000737003518479;840.0;1.09
244;0.796851283572;0.00160367869636;380.0;0.79
245;1.33103245702;0.000714666633013;920.0;1.33
246;0.795014613748;0.00115153015961;540.0;0.79
247;1.19401455217;0.00157669797309;380.0;1.19
248;1.03291769027;0.00123833941417;620.0;1.03
249;1.39161427102;0.000908287780662;680.0;1.39
250;1.27092898266;0.000669762610254;980.0;1.27
251;1.24329011964;0.00122572127608;500.0;1.24
252;0.994480668668;0.00159039398005;380.0;0.99
253;1.24329073163;0.00130977515502;460.0;1.24
254;1.07166483159;0.000669414068542;980.0;1.07
255;1.01193471935;0.000665718141329;980.0;1.01
256;0.991940563927;0.000643075548953;980.0;0.99
257;1.15312219712;0.00138992207004;440.0;1.15
258;1.3117571401;0.000990335684205;600.0;1.31
259;0.793343005153;0.000672539168976;960.0;0.79
260;0.972661185483;0.000653942650185;980.0;0.97
261;0.855388552023;0.00136296891349;440.0;0.85
262;0.942585130049;0.000766740677187;780.0;0.94
263;1.24276226653;0.00140049871733;440.0;1.24
264;0.87307736958;0.000895280965202;680.0;0.87
265;1.39205265394;0.000902061633364;680.0;1.39
266;0.792975251201;0.000729665659572;840.0;0.79
267;1.24182116431;0.00110160375326;560.0;1.24
268;1.11189950799;0.000667673647092;980.0;1.11
269;1.15161649895;0.000654032572831;980.0;1.15
270;0.943909989275;0.00117204549524;520.0;0.94
271;1.13198181291;0.000936275911105;680.0;1.13
272;1.21374312272;0.00161630635813;380.0;1.21
273;1.09244425219;0.00106813748088;580.0;1.09
274;1.01183819281;0.000662375878886;920.0;1.01
275;0.915742737436;0.00163660370012;380.0;0.91
276;0.794910388751;0.00118124898309;500.0;0.79
277;0.933013368698;0.000904524407587;680.0;0.93
278;0.992690789213;0.000902886737366;680.0;0.99
279;1.05166970108;0.000674030313365;960.0;1.05
280;1.27258957808;0.00106471831941;580.0;1.27
281;1.0130323019;0.00105296101234;600.0;1.01
282;1.24185988648;0.000876278304172;720.0;1.24
283;0.942469777073;0.000722207320902;860.0;0.94
284;0.942681953414;0.00103336845062;600.0;0.94
285;1.39263760057;0.00138656250195;440.0;1.39
286;0.953118123337;0.000896912179483;680.0;0.95
287;0.793160496666;0.000758138278216;820.0;0.79
288;0.94223845701;0.000714601296593;920.0;0.94
289;1.29097614367;0.000725775525392;880.0;1.29
290;1.09173774247;0.00074606264684;860.0;1.09
291;0.793152011095;0.000879597660773;720.0;0.79
292;0.941518918207;0.000659941447715;960.0;0.94
293;1.01403049735;0.00154495986699;380.0;1.01
294;1.25152703164;0.00078077589265;840.0;1.25
295;1.11229502814;0.000918168904005;700.0;1.11
296;1.09194610168;0.00094183751862;660.0;1.09
297;0.79316086135;0.000807736761635;780.0;0.79
298;0.792869433126;0.00067662262986;920.0;0.79
299;0.792822110886;0.000668039883119;940.0;0.79
300;1.33221418725;0.000925280911705;640.0;1.33
301;1.0921234789;0.000795591635492;760.0;1.09
302;1.24225088442;0.000935957039463;660.0;1.24
303;1.09168107475;0.00087843067872;680.0;1.09
304;1.33285258496;0.00160557705684;380.0;1.33
305;1.09175236341;0.0006556000073;940.0;1.09
306;1.39186128068;0.00115306472077;540.0;1.39
307;1.392456442;0.0011735124372;520.0;1.39
308;1.24141441899;0.000813903140183;800.0;1.24
309;0.794763338605;0.00107486008646;580.0;0.79
310;1.03241269729;0.000679195468833;940.0;1.03
311;1.39146085771;0.000802548002391;800.0;1.39
312;1.39194357786;0.000829332892734;740.0;1.39
313;0.874931130187;0.00133525428208;460.0;0.87
314;0.813877990209;0.000904361199144;680.0;0.81
315;1.24322651471;0.00160396598193;380.0;1.24
316;0.813312924439;0.000863978858297;700.0;0.81
317;0.941798781725;0.00075223813749;820.0;0.94
318;1.31155012547;0.000667881542673;980.0;1.31
319;1.19376478486;0.00128873828139;480.0;1.19
320;1.09181835419;0.00071909292808;880.0;1.09
321;1.39331255683;0.00125743486503;480.0;1.39
