	InChI_keys	SMILES_strings	Molecular_formulas	AlkEthOH_ID
1041	XUEFFLVRMBBRBY-WDSKDSINSA-N	C[C@@]1(COCCO[C@@H]1O)O	C6H12O4	AlkEthOH_r664
1042	WINZNOIKXCBTHZ-ZCFIWIBFSA-N	C[C@@H]1COCOCCO1	C6H12O3	AlkEthOH_r1108
1043	SGRODEFEJUERIJ-QWWZWVQMSA-N	C1CO[C@H](O[C@H]1O)O	C4H8O4	AlkEthOH_r128
1044	NPBKWXWHYKXUAS-PHDIDXHHSA-N	C[C@@]1(CC[C@](O1)(C)O)O	C6H12O3	AlkEthOH_r300
1045	CDLDJGNSVFBIAG-UHFFFAOYSA-N	CC1(CCOC1(C)C)C	C8H16O	AlkEthOH_r521
1046	XOOBTEUBXZXNKK-SSDOTTSWSA-N	C[C@H](CC(C)C)OC	C7H16O	AlkEthOH_c425
1047	CUHBRZSKNDFQGG-SECBINFHSA-N	CCO[C@](C)(CC(C)(C)C)O	C9H20O2	AlkEthOH_c1202
1048	XFKPOLRDQWCGPV-SSDOTTSWSA-N	CCC[C@@H](C)OCC	C7H16O	AlkEthOH_c1096
1049	MCAZBXZIQILWEV-MRVPVSSYSA-N	CC1(CCCCOC[C@H]1O)C	C9H18O2	AlkEthOH_r447
1050	MTJMRVGITLCNRF-IUYQGCFVSA-N	C[C@]1(OC[C@H](O1)O)O	C4H8O4	AlkEthOH_r683
1051	SSYXENDISJFPDF-RXMQYKEDSA-N	C[C@@](CO)(COC)O	C5H12O3	AlkEthOH_c759
1052	PHUMUWJMMKTADL-HTQZYQBOSA-N	C[C@@H]1C[C@@H](CCCCO1)O	C8H16O2	AlkEthOH_r780
1053	TWDLDGPXXAIWQD-YFKPBYRVSA-N	CC(C)O[C@@H](O)OCO	C5H12O4	AlkEthOH_c579
1054	IEDWEENNKSPLSX-QMMMGPOBSA-N	C[C@]1(CCCOC(O1)(C)C)O	C8H16O3	AlkEthOH_r687
1055	XMHCPAVRFBHAQL-RITPCOANSA-N	C[C@@H]1C[C@@](OC1)(C)O	C6H12O2	AlkEthOH_r813
1056	ZXOVDBLTWBCYFH-VIFPVBQESA-N	C[C@H]1CCCCCC1(C)C	C10H20	AlkEthOH_r885
1057	GGBQXFXVDQMLLL-MRVPVSSYSA-N	CCC[C@@H](C)OC(C)C	C8H18O	AlkEthOH_c1093
1058	SFFDJWPLFTUFQC-PHDIDXHHSA-N	CCO[C@H](C)[C@@H](C)O	C6H14O2	AlkEthOH_c1226
1059	SVTBMSDMJJWYQN-RXMQYKEDSA-N	C[C@H](CC(C)(C)O)O	C6H14O2	AlkEthOH_c625
1060	BBCGICNONCEQJN-UHFFFAOYSA-N	CC1(CCCCOCOC1)C	C9H18O2	AlkEthOH_r453
1061	CFWIIZVNPKKSDH-VIFPVBQESA-N	CC1(CCCCCO[C@@H](C1)O)C	C10H20O2	AlkEthOH_r393
1062	OMSDCMZXVRBFHG-BDAKNGLRSA-N	C[C@@H]1COCCCC[C@@](O1)(C)O	C9H18O3	AlkEthOH_r1074
1063	CAKWRXVKWGUISE-UHFFFAOYSA-N	CC1(CCCC1)O	C6H12O	AlkEthOH_r324
1064	CFLRWPLDYRJASX-WDSKDSINSA-N	C[C@H]1OCCC[C@H](O1)O	C6H12O3	AlkEthOH_r1120
1065	XCFIGHUJBHWQOK-UHFFFAOYSA-N	CC1(CCCCCCC1(C)C)C	C12H24	AlkEthOH_r371
1066	LHUUCXXIUDYTQX-UHFFFAOYSA-N	CC(C)OCC(C)(C)C	C8H18O	AlkEthOH_c580
1067	ZIAVDTKGXIGCQW-SCSAIBSYSA-N	CC1(OC[C@@H](O1)O)C	C5H10O3	AlkEthOH_r682
1068	SXFJDZNJHVPHPH-UHFFFAOYSA-N	CC(CCO)CCO	C6H14O2	AlkEthOH_c741
1069	ICOGBTUOGOSSPJ-SSDOTTSWSA-N	C[C@H](CC(C)(C)C(C)(C)O)O	C9H20O2	AlkEthOH_c606
1070	KWGXKKBZXBZMRC-ZCFIWIBFSA-N	CC1(CCOC[C@H]1O)C	C7H14O2	AlkEthOH_r543
1071	CWLSXRLBTQVGKW-UHFFFAOYSA-N	CC1(OCCOCO1)C	C6H12O3	AlkEthOH_r730
1072	HSTHNOSSHJYNOT-UHFFFAOYSA-N	CCC(C)(C)OC(C)(C)C	C9H20O	AlkEthOH_c933
1073	KGHCIEZDVRJZRZ-WDSKDSINSA-N	C[C@@]1(CCCO[C@@H]1O)O	C6H12O3	AlkEthOH_r477
1074	XULGTOAMGDHBPK-WHFBIAKZSA-N	C[C@@H](O)O[C@@H](CCO)O	C5H12O4	AlkEthOH_c871
1075	ZVWPQHZAEGHIIC-VIFPVBQESA-N	CC1(C[C@H](CCCCCO1)O)C	C10H20O2	AlkEthOH_r224
1076	HTSABYAWKQAHBT-NKWVEPMBSA-N	C[C@H]1CCC[C@H](C1)O	C7H14O	AlkEthOH_r853
1077	QXQIYELBJIHHFH-UHFFFAOYSA-N	CC1(COCCOC(O1)(C)C)C	C9H18O3	AlkEthOH_r653
1078	AGYSHIBGOUWBMV-QMMMGPOBSA-N	CC1(CCCCCO[C@@H](O1)O)C	C9H18O3	AlkEthOH_r398
1079	ZIKNXBYJTDTRQA-QMMMGPOBSA-N	CCC[C@@H](CC(C)(C)C)O	C9H20O	AlkEthOH_c1098
1080	JMRHVFQTDSCACD-UHFFFAOYSA-N	CCCC(C)(C)CC(C)(C)C	C11H24	AlkEthOH_c1029
1081	RLMGYIOTPQVQJR-OLQVQODUSA-N	C1C[C@H](C[C@H](C1)O)O	C6H12O2	AlkEthOH_r15
1082	SWLPXYCHENNIOF-NSHDSACASA-N	C[C@H]1CCCCCCC(C1)(C)C	C12H24	AlkEthOH_r889
1083	PTGOMWNUZAKCRS-VXNVDRBHSA-N	C[C@H](C[C@](C)(O)OC(C)(C)C)O	C9H20O3	AlkEthOH_c650
1084	WVSDKVOILHIWTK-PHDIDXHHSA-N	C[C@H]([C@@H](C)OC(C)(C)O)O	C7H16O3	AlkEthOH_c100
1085	BCYNAHGOLUTMDM-UHFFFAOYSA-N	CCOCC(C)(C)O	C6H14O2	AlkEthOH_c1268
1086	JDFDHBSESGTDAL-UHFFFAOYSA-N	COCCCO	C4H10O2	AlkEthOH_c1295
1087	IYBKMQPSCYKLDV-ZCFIWIBFSA-N	C[C@H](C(C)(C)CCO)O	C7H16O2	AlkEthOH_c61
1088	WNXJIVFYUVYPPR-UHFFFAOYSA-N	C1COCO1	C3H6O2	AlkEthOH_r155
1089	JPHPZXVLZOPSJN-JTQLQIEISA-N	CC(C)C[C@@](C)(C(C)(C)C)O	C10H22O	AlkEthOH_c359
1090	RLPGDEORIPLBNF-UHFFFAOYSA-N	CC(C)C(C)C(C)C	C8H18	AlkEthOH_c316
1091	ADIRKVREFQMIRJ-UHFFFAOYSA-N	CC1(C(OCCO1)(C)C)C	C8H16O2	AlkEthOH_r213
1092	AMIRSJQLIUABHL-WDSKDSINSA-N	C[C@@H](COC)[C@H](C)O	C6H14O2	AlkEthOH_c787
1093	JJJTYYIVEITCFU-LURJTMIESA-N	CC[C@@H](O)OC(C)(C)C	C7H16O2	AlkEthOH_c1000
1094	FRDAATYAJDYRNW-UHFFFAOYSA-N	CCC(C)(CC)O	C6H14O	AlkEthOH_c947
1095	IRLSKJITMWPWNY-NKWVEPMBSA-N	CCC[C@H](C)[C@@H](C)O	C7H16O	AlkEthOH_c1075
1096	WUKRHPLDCANLIP-KNVOCYPGSA-N	C[C@@H]1CCC[C@@H](O1)C	C7H14O	AlkEthOH_r856
1097	CYFWEEPZDJBERZ-WDSKDSINSA-N	C[C@@H](CCO)O[C@@H](C)O	C6H14O3	AlkEthOH_c749
1098	IESUJJOZFYEZBD-YUMQZZPRSA-N	C[C@@H](CC(C)(C)C)O[C@@H](C)O	C9H20O2	AlkEthOH_c613
1099	HBBLUNQNLJWOMW-UHFFFAOYSA-N	CC(C)OC(C)(C)OC	C7H16O2	AlkEthOH_c515
1100	WZSAXINVXAYDRY-APPZFPTMSA-N	C[C@H]([C@](C)(CC(C)(C)C)O)O	C9H20O2	AlkEthOH_c74
1101	KSDHJPFCTZWYMT-UHFFFAOYSA-N	CCOC(C)(C)OC(C)(C)O	C8H18O3	AlkEthOH_c1195
1102	RAKYQWCHMSXUEG-UHFFFAOYSA-N	CCCC(C)(C)CCO	C8H18O	AlkEthOH_c1036
1103	IUKUSXREDCZOHF-SECBINFHSA-N	C[C@@H]1COCCCCC(O1)(C)C	C10H20O2	AlkEthOH_r1073
1104	GFISWRSQINPFOR-ZETCQYMHSA-N	C[C@@H](C(C)(C)CC(C)(C)O)O	C9H20O2	AlkEthOH_c58
1105	PBJCLAPBBRZUQP-SSDOTTSWSA-N	C[C@@](CO)(O)OC(C)(C)C	C7H16O3	AlkEthOH_c183
1106	LHENQXAPVKABON-BYPYZUCNSA-N	CC[C@@H](O)OC	C4H10O2	AlkEthOH_c999
1107	FENFUOGYJVOCRY-ZCFIWIBFSA-N	CCCOC[C@@H](C)O	C6H14O2	AlkEthOH_c1156
1108	VOZDABZCYIIVTM-UHFFFAOYSA-N	C1COC(O1)O	C3H6O3	AlkEthOH_r124
1109	OHZJDTGJLXXFBN-HTQZYQBOSA-N	C[C@@H]1C[C@@H](OCCCCO1)O	C8H16O3	AlkEthOH_r819
1110	MFXVLOBVCPRXDJ-KNVOCYPGSA-N	C1CC[C@@H](C[C@@H](C1)O)O	C7H14O2	AlkEthOH_r39
1111	UYNWZTVVXAVBOS-RNFRBKRXSA-N	C[C@@H]1COCCC[C@H]1O	C7H14O2	AlkEthOH_r1072
1112	WETBJXIDTZXCBL-QMMMGPOBSA-N	C[C@@H](CCO)CC(C)C	C8H18O	AlkEthOH_c421
1113	PKKHMCMLGFOVDY-VHSXEESVSA-N	C[C@H]1CCCCCO[C@@](C1)(C)O	C10H20O2	AlkEthOH_r909
1114	XXTQESANJZQQSP-UHFFFAOYSA-N	CC(C)C(C)(C)OC(C)(C)O	C9H20O2	AlkEthOH_c289
1115	XPVVQUGQDQCKOO-UHFFFAOYSA-N	CC1(CCCCOC1(C)C)C	C10H20O	AlkEthOH_r425
1116	ONFUTDRGHXIYII-SSDOTTSWSA-N	CC1(CCOCC[C@@H](O1)O)C	C8H16O3	AlkEthOH_r553
1117	ZAFNJMIOTHYJRJ-UHFFFAOYSA-N	CC(C)OC(C)C	C6H14O	AlkEthOH_c540
1118	FFXUOVPOFHKUKL-UHFFFAOYSA-N	CC(C)COCOC	C6H14O2	AlkEthOH_c487
1119	PIAFISYXERITQD-ZETCQYMHSA-N	C[C@H]1CCCOC1(C)C	C8H16O	AlkEthOH_r966
1120	VZFMYOCAEQDWDY-QMMMGPOBSA-N	C[C@@H](C(C)C)C(C)(C)C	C9H20	AlkEthOH_c313
1121	LYXRCMOBJZSLEF-CRCLSJGQSA-N	C1CO[C@H](O[C@@H](CO1)O)O	C5H10O5	AlkEthOH_r125
1122	CCSOABXOJRXJBW-WDSKDSINSA-N	C[C@@H](CCO[C@@H](C)O)O	C6H14O3	AlkEthOH_c752
1123	RYRRKFGXFHGDDE-RXMQYKEDSA-N	CCO[C@](C)(O)OC	C5H12O3	AlkEthOH_c1212
1124	RVYDYIUMOGBNTK-UHFFFAOYSA-N	CC1(OCO1)O	C3H6O3	AlkEthOH_r735
1125	IQUPOXXRFXLGSS-SSDOTTSWSA-N	C[C@H](CC(C)C)OCO	C7H16O2	AlkEthOH_c432
1126	FGPMZOUPUBICON-UHFFFAOYSA-N	CC1(COCCCCCO1)C	C9H18O2	AlkEthOH_r627
1127	NQDQKPGBVHXFEZ-ZCFIWIBFSA-N	CC1(CCC[C@@H](O1)O)C	C7H14O2	AlkEthOH_r318
1128	ITZWYSUTSDPWAQ-RXMQYKEDSA-N	C[C@H](CO)C(C)(C)O	C6H14O2	AlkEthOH_c766
1129	PSCLVEPDAORIAR-SECBINFHSA-N	C[C@@H]1CCCCOC(C1)(C)C	C10H20O	AlkEthOH_r925
1130	QUTQJYRNEBCXBC-PHDIDXHHSA-N	C[C@@H]1[C@](OCCO1)(C)O	C6H12O3	AlkEthOH_r768
1131	WLFNZBTUVVSNHY-IMJSIDKUSA-N	C[C@@H]([C@@H](O)OCO)O	C4H10O4	AlkEthOH_c127
1132	ITTQYDBLGDGLMB-VIFPVBQESA-N	CC(C)C[C@@H](CC(C)(C)C)O	C10H22O	AlkEthOH_c433
1133	IZUJYSYONOQSMH-RQJHMYQMSA-N	C[C@@H]1[C@H](COCCCO1)O	C7H14O3	AlkEthOH_r759
1134	WKYPROHYFMYMKN-BDAKNGLRSA-N	C[C@@H]1CCOCC[C@](C1)(C)O	C9H18O2	AlkEthOH_r1018
1135	LYZFPOCJLDMTTL-SSDOTTSWSA-N	CC1(C[C@@H](CCCO1)O)C	C8H16O2	AlkEthOH_r233
1136	YNLBBDHDNIXQNL-UHFFFAOYSA-N	CC(C)CC(C)CC(C)C	C10H22	AlkEthOH_c418
1137	HISXTYZCEGGYAZ-ACZMJKKPSA-N	C[C@@H](C[C@H](C)O[C@@H](C)O)O	C7H16O3	AlkEthOH_c674
1138	CJTNLEQLKKYLFO-LURJTMIESA-N	CCCCO[C@@H](C)O	C6H14O2	AlkEthOH_c1140
1139	SIGCBPAPKVZHTI-DTORHVGOSA-N	C[C@]1(CCOCC[C@](C1)(C)O)O	C9H18O3	AlkEthOH_r547
1140	DGKAZLJVBIVXQF-SCSAIBSYSA-N	CCO[C@H](O)OC	C4H10O3	AlkEthOH_c1257
1141	SYYHYFCNTHOXCY-ZCFIWIBFSA-N	CC(C)O[C@](C)(CO)O	C6H14O3	AlkEthOH_c529
1142	LFYYWGDFLAUSLV-UHFFFAOYSA-N	CC1CCCCCCCC1	C10H20	AlkEthOH_r902
1143	WOKIVZHGSDTNSH-RXMQYKEDSA-N	C1CO[C@H](COCO1)O	C5H10O4	AlkEthOH_r123
1144	ZNRVRWHPZZOTIE-ZETCQYMHSA-N	C[C@@H](CC(C)(C)C)CO	C8H18O	AlkEthOH_c611
1145	SSPLXKRAHRXJTP-QMMMGPOBSA-N	C[C@]1(CCCCCCO1)O	C8H16O2	AlkEthOH_r383
1146	UPHWYGQXQVQJQZ-UHFFFAOYSA-N	CC1(CCOCOC(O1)(C)C)C	C9H18O3	AlkEthOH_r577
1147	ZTWFRAYODFPISK-NTSWFWBYSA-N	C[C@@H](O)O[C@H](O)OC(C)C	C6H14O4	AlkEthOH_c577
1148	QNROVKRZTDOQFW-UHFFFAOYSA-N	CC1(COCCCCOC1)C	C9H18O2	AlkEthOH_r631
1149	WMZLAAYDCVXBCL-IUCAKERBSA-N	C[C@]1(C[C@@](OCCCCO1)(C)O)O	C9H18O4	AlkEthOH_r268
1150	YANOHILBFNXRFM-UHFFFAOYSA-N	COCOCO	C3H8O3	AlkEthOH_c1301
1151	QYFVEEMPFRRFNN-UHFFFAOYSA-N	CC(C)(C)CCCCO	C8H18O	AlkEthOH_c167
1152	QFEUUWWSAIFNEP-HCWXCVPCSA-N	C[C@@H]([C@](C)(O)O[C@@H](C)O)O	C6H14O4	AlkEthOH_c88
1153	OOIKVFCEHCGHBH-RKDXNWHRSA-N	C[C@@H]1CCCCCO[C@@]1(C)O	C9H18O2	AlkEthOH_r918
1154	BCLYBUAFVONNLH-PHDIDXHHSA-N	C[C@@]1(CCO[C@@](O1)(C)O)O	C6H12O4	AlkEthOH_r518
1155	HVEUAEUTTPUHEC-LURJTMIESA-N	CCOC(C)(C)[C@H](C)O	C7H16O2	AlkEthOH_c1181
1156	UHNTZLFANUUWFV-LURJTMIESA-N	C[C@H]1COCCCO1	C6H12O2	AlkEthOH_r1083
1157	WGSKWCDTFFETQT-UHFFFAOYSA-N	CC(C)(O)OC(C)(C)OCO	C7H16O4	AlkEthOH_c243
1158	FNCCQPCWZUZMDJ-ZETCQYMHSA-N	C[C@@H](C(C)C)OC(C)(C)O	C8H18O2	AlkEthOH_c330
1159	ISTJMQSHILQAEC-LURJTMIESA-N	CC[C@@H](C(C)C)O	C6H14O	AlkEthOH_c905
1160	KKAKDGIOXJQDLN-JGVFFNPUSA-N	C[C@@]1(CCCCO[C@@]1(C)O)O	C8H16O3	AlkEthOH_r427
1161	AWAYITOIEPHTAI-PHDIDXHHSA-N	C[C@@]1(C[C@@H](OCCO1)O)O	C6H12O4	AlkEthOH_r280
1162	PLYDKFMULWBILA-UHFFFAOYSA-N	CC(C)(OCO)OCO	C5H12O4	AlkEthOH_c257
1163	MOSYFOVTNRSUNJ-SVRRBLITSA-N	C[C@H](O)O[C@@](C)(C(C)(C)C)O	C8H18O3	AlkEthOH_c820
1164	HIIBZFKVMXEQMR-UHFFFAOYSA-N	CC(C)COC(C)C	C7H16O	AlkEthOH_c476
1165	XLUYKIQGHIHLBX-ZETCQYMHSA-N	C[C@@]1(CCCOCC1)O	C7H14O2	AlkEthOH_r492
1166	KUMXLFIBWFCMOJ-UHFFFAOYSA-N	CCCC(C)(C)CC	C8H18	AlkEthOH_c1028
1167	GKOPSWKYECLVPH-SFYZADRCSA-N	C[C@@H]1OCCCOC[C@@](O1)(C)O	C8H16O4	AlkEthOH_r1138
1168	ZCEGPXBZYJJSLV-LURJTMIESA-N	C[C@H]1CCOCCO1	C6H12O2	AlkEthOH_r1031
1169	KSHIRVLXGCDZNH-YFKPBYRVSA-N	C[C@@H](O)OCCCO	C5H12O3	AlkEthOH_c890
1170	DGVMFUJSYDETDO-WHFBIAKZSA-N	C[C@@]1(CCO[C@@H]1O)O	C5H10O3	AlkEthOH_r527
1171	KDUCYGOVYIGXND-WDSKDSINSA-N	C[C@H]1COCC[C@@H]1O	C6H12O2	AlkEthOH_r1066
1172	XNLRSBLDBOTIHV-LURJTMIESA-N	C[C@]1(CC(O1)(C)C)O	C6H12O2	AlkEthOH_r257
1173	BFSUQRCCKXZXEX-UHFFFAOYSA-N	CC(C)(O)OC	C4H10O2	AlkEthOH_c241
1174	LEPXEIQSSNMGCD-HTRCEHHLSA-N	C[C@H](C[C@](C)(C(C)(C)O)O)O	C8H18O3	AlkEthOH_c601
1175	IATCYYFGLFITJK-RQJHMYQMSA-N	C[C@@H]1CCOCO[C@H]1C	C7H14O2	AlkEthOH_r1046
1176	CPYWBYRPOLPZCP-WHFBIAKZSA-N	C[C@H]1CCO[C@@H]1O	C5H10O2	AlkEthOH_r1003
1177	CRGBHZNMDZJGAI-UHFFFAOYSA-N	CC1(CCCCCC1)C	C9H18	AlkEthOH_r357
1178	XVEOUOTUJBYHNL-NKWVEPMBSA-N	CCC[C@H](C[C@H](C)O)O	C7H16O2	AlkEthOH_c1102
1179	WRZMNGQBTXTJRH-UHFFFAOYSA-N	CC1(COCOCCCO1)C	C8H16O3	AlkEthOH_r671
1180	XFBSTIGUHYFXHZ-MRVPVSSYSA-N	C[C@@H]1CCCCC(O1)(C)C	C9H18O	AlkEthOH_r867
1181	ZNCGAYXEJHHAKJ-UHFFFAOYSA-N	CC(C)OCCC(C)(C)C	C9H20O	AlkEthOH_c585
1182	GPGIVJJPROZHSY-RXMQYKEDSA-N	CCO[C@](C)(CO)O	C5H12O3	AlkEthOH_c1209
1183	XFYWHZOKFISCGP-LURJTMIESA-N	CC(C)[C@H](COC)O	C6H14O2	AlkEthOH_c343
1184	HXNSWSBDGKNRSM-LURJTMIESA-N	C[C@@H](O)OCCC(C)(C)O	C7H16O3	AlkEthOH_c887
1185	RRLWRQZQQOZNAZ-UHFFFAOYSA-N	CC(C)(OC)OCO	C5H12O3	AlkEthOH_c254
1186	BZHMBWZPUJHVEE-UHFFFAOYSA-N	CC(C)CC(C)C	C7H16	AlkEthOH_c408
1187	CEURWBDRZGBIBJ-HTQZYQBOSA-N	C[C@@H]1C[C@](CCOCO1)(C)O	C8H16O3	AlkEthOH_r797
1188	IOZVXUGCVFFYOH-VHSXEESVSA-N	C[C@H]1C[C@](CCCCOC1)(C)O	C10H20O2	AlkEthOH_r782
1189	VHWDREDVXNMRMQ-UHFFFAOYSA-N	CC1(CCOCC(O1)(C)C)C	C9H18O2	AlkEthOH_r533
1190	KFZMGEQAYNKOFK-UHFFFAOYSA-N	CC(C)O	C3H8O	AlkEthOH_c488
1191	DOPZLYNWNJHAOS-YFKPBYRVSA-N	CC[C@@](C)(CO)O	C5H12O2	AlkEthOH_c949
1192	RZZBFOIOQVSTDL-UHFFFAOYSA-N	CC1(CCCCCOC(C1)(C)C)C	C12H24O	AlkEthOH_r390
1193	OVEUQCLNDMNIIF-UHFFFAOYSA-N	CC(C)C(C)(C)COC	C8H18O	AlkEthOH_c285
1194	KIWVFGZUYUZNKQ-VDTYLAMSSA-N	C[C@H]([C@@](C)(C(C)(C)O)O)O	C7H16O3	AlkEthOH_c45
1195	YCYFJHAFVAHDRZ-PHDIDXHHSA-N	C[C@@]1([C@](OCCO1)(C)O)O	C6H12O4	AlkEthOH_r215
1196	LRFNSFBLXUVKFU-SYDPRGILSA-N	C1CO[C@@H](C[C@@H](O1)O)O	C5H10O4	AlkEthOH_r120
1197	KUFCRYCFJGEKHU-NKWVEPMBSA-N	C[C@H]1COCCCO[C@H]1O	C7H14O3	AlkEthOH_r1092
1198	IEHVAEGHHKJJMS-RKDXNWHRSA-N	C[C@@]1(CCCCCO[C@@](O1)(C)O)O	C9H18O4	AlkEthOH_r397
1199	LWEHWQDWBUDFEI-RQJHMYQMSA-N	C[C@@H]1CCOC[C@@](O1)(C)O	C7H14O3	AlkEthOH_r1009
1200	PLSFIYQZRITOTR-MRVPVSSYSA-N	C[C@@]1(CCOCOC(O1)(C)C)O	C8H16O4	AlkEthOH_r736
1201	YUSJUDCEATVNFA-LURJTMIESA-N	CCC[C@@H](C(C)(C)O)O	C7H16O2	AlkEthOH_c1010
1202	WKQBIIUOSATALN-UHFFFAOYSA-N	CC(C)C(C)(C)C(C)(C)C	C10H22	AlkEthOH_c272
1203	SLCVBVWXLSEKPL-UHFFFAOYSA-N	CC(C)(CO)CO	C5H12O2	AlkEthOH_c228
1204	YBCWTTVQTAFTNO-ZCFIWIBFSA-N	C[C@@H]1CCC(O1)(C)C	C7H14O	AlkEthOH_r841
1205	CJSITSBWCLTCAP-UHFFFAOYSA-N	C1CCOCOCC1	C6H12O2	AlkEthOH_r102
1206	DFYAYOFLHCURGV-MRVPVSSYSA-N	C[C@H](CC(C)(C)OC(C)(C)C)O	C10H22O2	AlkEthOH_c628
1207	DDIQLPARAMHDAC-ZETCQYMHSA-N	CC1(CCCCO[C@@H]1O)C	C8H16O2	AlkEthOH_r430
1208	HRUOETHIADXHKE-IUCAKERBSA-N	C[C@H]1C[C@@](OCCCOC1)(C)O	C9H18O3	AlkEthOH_r821
1209	NGHYESWXYDPIII-RXMQYKEDSA-N	C[C@H](COCOC)O	C5H12O3	AlkEthOH_c800
1210	DZOWKDPATKZXSW-BQBZGAKWSA-N	C[C@H]1C[C@H](CCOCO1)O	C7H14O3	AlkEthOH_r798
1211	NAFPCSHANYAKGG-RNFRBKRXSA-N	C1CCO[C@H](C[C@@H](C1)O)O	C7H14O3	AlkEthOH_r77
1212	NSFKIIKTPYFLCJ-YUMQZZPRSA-N	C[C@@H](CC(C)(C)C[C@H](C)O)O	C9H20O2	AlkEthOH_c618
1213	NJROISWEGHPGKG-ZETCQYMHSA-N	CCO[C@@H](CC(C)(C)C)O	C8H18O2	AlkEthOH_c1247
1214	KECXGDKJBHLGRU-VDTYLAMSSA-N	C[C@H](O)O[C@](C)(O)OC(C)(C)O	C7H16O5	AlkEthOH_c854
1215	XSVKRMZQGLKDGT-UHFFFAOYSA-N	CC(C)(CCO)C(C)(C)O	C8H18O2	AlkEthOH_c209
1216	JGIIAGKXWSQLOG-UHFFFAOYSA-N	CC1(CCCOC1)C	C7H14O	AlkEthOH_r474
1217	DTYITEWPYSITOT-UHFFFAOYSA-N	CC1(CCCOCC(O1)(C)C)C	C10H20O2	AlkEthOH_r483
1218	OQJODRAIJSALIA-QMMMGPOBSA-N	C[C@@H](CC(C)(C)CC(C)(C)O)O	C10H22O2	AlkEthOH_c616
1219	JBKPAMWOSAMZIV-SYDPRGILSA-N	CC1(CC(C1)O)O	C5H10O2	AlkEthOH_r222
1220	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	CC(C)CO	C4H10O	AlkEthOH_c471
1221	KTSYBVKVNWGHBC-JTQLQIEISA-N	CC(C)[C@](C)(CC(C)(C)C)O	C10H22O	AlkEthOH_c295
1222	DHNHHYWBZNQHGN-VIFPVBQESA-N	CCC[C@@](C)(C(C)(C)C)O	C9H20O	AlkEthOH_c1015
1223	CYGZJJSXGMQTIM-BDAKNGLRSA-N	C[C@@H]1CCCC[C@](C1)(C)O	C9H18O	AlkEthOH_r864
1224	IRJSJMHKZSVVPT-MRVPVSSYSA-N	C1CCC[C@@H](OCCC1)O	C8H16O2	AlkEthOH_r57
1225	KTHXBEHDVMTNOH-UHFFFAOYSA-N	C1CC(C1)O	C4H8O	AlkEthOH_r13
1226	JANSZBDMCKVQEK-SSDOTTSWSA-N	CC(C)[C@@H](CC(C)(C)O)O	C8H18O2	AlkEthOH_c337
1227	ZFEKANLLFQEKED-ZCFIWIBFSA-N	C[C@H](CO)OC(C)C	C6H14O2	AlkEthOH_c552
1228	GLLYVFMHCSDLAY-LURJTMIESA-N	CC1(CCO[C@@H](C1)O)C	C7H14O2	AlkEthOH_r514
1229	QUKOJKFJIHSBKV-UHFFFAOYSA-N	CCC(C)(C)C(C)(C)C	C9H20	AlkEthOH_c915
1230	HMUAIASHDKDROC-UHFFFAOYSA-N	CC1(CC(OCCO1)(C)C)C	C9H18O2	AlkEthOH_r276
1231	YVHLAJKDACZSDG-LURJTMIESA-N	C[C@@H](C(C)C)OCO	C6H14O2	AlkEthOH_c335
1232	INFFATMFXZFLAO-UHFFFAOYSA-N	COCOCCO	C4H10O3	AlkEthOH_c1300
1233	NHKNAGVXWSFVPP-MRVPVSSYSA-N	CC(C)[C@](C)(O)OC(C)(C)O	C8H18O3	AlkEthOH_c306
1234	YBXBTJQYJYMVAG-QMMMGPOBSA-N	C[C@H]1CCCCOCOC1	C8H16O2	AlkEthOH_r953
1235	WHIDOIDDODHZHM-UHFFFAOYSA-N	CC1(CCCCC(C1)(C)C)C	C11H22	AlkEthOH_r327
1236	VREPYGYMOSZTKJ-RITPCOANSA-N	C[C@@H]1CCO[C@@H](O1)C	C6H12O2	AlkEthOH_r997
1237	MVYGFAZZLWOFNN-UHFFFAOYSA-N	CC1(COCO1)C	C5H10O2	AlkEthOH_r669
1238	RHFYPQGWBCYPJV-LURJTMIESA-N	C1CCO[C@@H](COC1)O	C6H12O3	AlkEthOH_r80
1239	SFRGPSGAABBHRZ-UHFFFAOYSA-N	CC(C)(COCO)O	C5H12O3	AlkEthOH_c239
1240	BPPPAPGRJOWZDG-RNLVFQAGSA-N	C[C@H](CC(C)(C[C@H](C)O)O)O	C8H18O3	AlkEthOH_c638
1241	VPQNNPNVTKQJRO-YUMQZZPRSA-N	C[C@H]1CCCO[C@](C1)(C)O	C8H16O2	AlkEthOH_r958
1242	YIXPHBCISPDILF-YFKPBYRVSA-N	C[C@@]1(OCCOCO1)O	C5H10O4	AlkEthOH_r731
1243	MXDGSCZQIMQLII-RQJHMYQMSA-N	C[C@H]([C@H](C)O)C(C)(C)C	C8H18O	AlkEthOH_c93
1244	CWPPDTVYIJETDF-UHFFFAOYSA-N	CC(C)CC(C)(C)CO	C8H18O	AlkEthOH_c379
1245	HHBVVUJMSNZBEF-RXMQYKEDSA-N	CC[C@](C)(O)OC	C5H12O2	AlkEthOH_c952
1246	GDKSTFXHMBGCPG-UHFFFAOYSA-N	CC1(CCOCO1)C	C6H12O2	AlkEthOH_r570
